,q3,q4,q5,q6,q7,q8,q9,assessments,explanation,debates,activities,rp,qna,application,videos,diagrams
3008,2,3,3,2,4,2,1,0,0,0,0,0,0,0,1,0
3009,4,4,3,2,2,1,2,1,0,0,0,0,0,0,1,0
3010,2,1,4,3,4,4,4,1,0,0,0,0,0,0,1,0
3012,4,5,2,1,4,2,1,0,0,0,0,0,0,0,1,1
3014,3,4,3,4,4,3,4,0,1,0,0,0,1,0,1,1
3015,3,2,4,4,3,3,1,1,0,0,0,0,1,1,1,0
3018,2,1,2,1,5,1,1,0,0,0,0,0,0,0,1,0
3020,3,3,2,3,4,2,4,0,1,0,1,0,0,0,1,0
3021,2,4,3,4,3,3,3,1,1,1,0,0,0,1,1,0
3023,4,4,5,4,2,5,4,1,0,0,1,0,0,0,1,0
3024,1,1,1,1,4,1,3,0,0,0,0,0,0,0,1,0
3025,2,1,2,3,5,3,2,0,0,0,0,0,0,0,1,0
3026,2,2,2,1,4,2,1,0,0,0,0,0,0,0,1,0
3027,2,2,1,1,4,2,3,0,0,0,0,0,0,0,1,0
3028,1,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0
3029,3,4,3,2,4,4,4,1,0,0,0,0,0,0,0,0
3033,2,2,1,2,1,2,2,0,0,0,0,0,0,0,1,0
3036,4,3,2,2,5,2,2,1,0,0,0,0,1,0,1,1
3038,2,4,3,2,4,1,1,0,0,0,0,0,0,0,1,0
3039,1,1,1,1,1,5,2,0,1,0,0,0,0,0,0,0
3043,4,4,5,3,3,1,1,0,0,0,0,0,1,0,1,1
3044,2,3,3,3,2,3,2,1,1,0,0,0,0,1,0,0
3045,1,2,1,2,2,2,3,1,1,1,0,0,0,1,0,1
3047,2,5,4,2,5,2,4,0,0,0,1,0,0,0,1,0
3048,4,4,4,4,3,2,3,1,0,0,0,0,1,0,1,0
3050,2,3,2,1,4,3,4,0,0,0,0,0,0,0,1,0
3051,4,3,4,4,5,2,3,1,0,0,0,0,1,1,1,1
3053,3,2,2,2,4,1,4,1,0,0,0,0,0,0,1,0
3056,2,1,4,3,4,1,1,0,0,0,0,0,0,0,0,1
3057,2,2,1,2,4,1,2,1,0,0,0,0,0,0,1,0
3058,4,3,3,2,4,2,2,1,0,0,1,0,0,0,0,0
3059,1,1,2,3,4,1,1,0,0,0,0,0,0,0,0,0
3060,3,2,4,3,4,4,4,1,0,0,0,0,1,0,0,0
3061,3,2,3,3,4,1,4,0,1,0,1,0,1,0,0,0
3067,4,2,4,3,5,4,4,0,1,0,0,0,1,1,0,0
3069,3,2,2,2,4,1,1,0,0,0,0,0,0,0,1,0
3070,4,3,2,3,2,3,4,1,0,0,0,0,1,0,1,0
3071,3,1,2,3,4,1,1,0,0,0,0,0,0,0,1,0
3072,2,2,3,2,3,2,3,0,0,0,0,0,1,0,1,0
3074,2,2,2,2,2,4,4,0,0,0,0,0,1,0,1,1
3075,3,4,5,5,2,3,2,0,0,0,1,1,1,1,1,0
3076,4,3,5,3,2,2,2,0,0,0,1,0,0,0,0,1
3078,5,2,3,1,3,1,2,0,0,0,0,0,0,0,1,0
3080,4,4,4,4,5,2,4,1,0,0,1,1,1,1,0,0
3081,1,1,3,3,4,2,2,1,0,0,0,0,0,0,0,0
3083,1,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0
3084,3,2,2,3,4,1,2,0,1,0,0,0,0,0,1,1
3085,3,2,3,3,4,3,2,0,0,0,0,0,0,1,0,0
3086,5,4,3,3,4,3,4,1,1,0,0,0,0,0,0,0
3087,3,2,4,2,5,1,2,0,1,1,1,0,1,1,0,0
3091,2,3,3,3,4,2,1,1,0,0,0,0,0,1,1,1
3093,2,2,4,3,4,3,4,1,0,0,0,0,0,0,1,1
3094,1,2,1,1,5,2,1,0,0,0,0,0,0,0,0,0
3095,2,3,2,1,5,2,2,1,1,0,0,0,0,0,0,0
3096,2,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0
3098,3,2,1,3,4,3,5,0,0,0,0,0,1,0,1,0
3099,2,2,3,3,4,1,2,0,0,0,0,0,0,0,0,0
3100,4,3,4,4,2,4,4,1,0,0,0,0,0,0,1,0
3101,2,2,4,4,4,2,3,0,1,0,0,0,1,1,1,1
3102,2,3,4,4,4,2,3,1,0,0,0,0,0,0,1,0
3103,4,3,2,3,5,2,2,1,0,0,0,0,0,0,1,0
3104,4,2,4,2,3,2,5,1,1,0,0,0,1,0,1,0
3106,2,2,3,1,3,2,1,1,0,0,0,0,1,0,1,0
3108,4,4,3,4,2,1,2,1,1,0,1,0,1,1,0,1
3109,1,1,3,2,3,3,4,0,1,0,0,0,1,0,0,0
3110,4,2,4,4,4,3,3,1,1,0,1,0,1,1,1,1
3111,3,2,1,2,2,3,3,0,1,1,0,0,1,0,1,0
3114,4,4,4,4,2,4,4,1,1,0,0,0,1,0,1,1
3115,2,1,3,2,1,1,3,1,0,0,0,0,0,0,1,1
3117,4,2,2,2,3,3,4,0,1,0,0,0,1,0,1,0
3118,4,4,4,3,2,4,4,1,1,1,1,1,1,1,1,1
3120,3,3,3,3,2,4,4,0,0,0,0,0,1,0,0,1
3121,3,3,2,1,2,1,1,0,0,0,0,0,1,0,1,0
3122,4,4,2,3,4,1,1,1,0,0,0,0,0,0,1,0
3123,4,2,3,2,5,4,4,1,0,0,0,0,1,0,1,1
3124,4,4,2,3,5,1,3,0,0,0,0,0,0,1,0,0
3127,5,4,4,4,4,1,1,0,0,0,0,0,1,0,1,0
3129,2,4,3,3,4,2,2,0,0,0,1,0,1,0,1,1
3130,3,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0
3132,4,3,2,3,4,1,1,1,1,0,0,0,1,0,1,0
3133,3,1,2,4,5,1,1,0,1,1,0,0,1,0,0,0
3134,3,2,5,4,4,4,5,1,1,1,0,0,1,0,1,1
3135,2,2,4,3,2,2,3,0,1,0,0,0,1,0,0,0
3136,2,2,4,4,4,1,4,0,0,0,0,0,0,0,1,0
3137,3,2,4,4,2,4,4,1,0,0,0,0,0,0,1,0
3139,2,4,4,2,4,2,2,0,0,0,0,1,1,0,1,0
3140,2,3,4,3,4,4,4,0,1,0,0,0,1,0,1,0
3142,2,2,4,3,4,3,2,1,0,0,1,0,0,0,1,0
3146,3,2,4,3,4,2,2,1,0,0,0,0,1,0,0,0
3147,2,1,3,1,5,3,1,1,0,0,1,0,1,0,1,1
3148,2,2,4,3,4,3,4,1,1,1,0,0,1,1,1,1
3149,2,2,4,4,2,1,1,0,0,0,0,0,0,0,1,0
3150,2,1,4,2,4,2,4,1,1,0,1,1,1,0,1,1
3151,1,4,3,2,5,2,3,1,0,0,0,0,0,1,1,0
3152,2,2,3,3,3,2,2,0,0,0,1,0,0,0,1,1
3154,5,4,4,4,2,2,3,1,0,0,0,0,1,1,1,1
3157,2,2,2,3,4,1,2,1,0,0,0,0,0,0,0,0
3158,1,2,3,2,3,3,3,1,1,0,1,0,0,0,1,1
3159,2,1,2,1,4,1,2,1,1,0,1,0,0,1,1,1
3160,1,2,3,3,4,1,1,0,0,0,0,0,1,0,0,1
3161,2,2,3,3,5,4,4,0,0,0,0,0,1,1,1,0
3164,4,3,2,3,5,5,4,0,0,0,0,0,0,1,0,0
3165,2,2,2,2,2,1,1,1,0,0,0,0,1,0,1,0
3166,3,4,3,1,5,1,4,0,0,0,1,0,0,0,1,0
3167,2,2,2,3,4,2,4,0,0,0,1,0,0,0,1,0
3172,2,4,4,4,4,4,5,1,1,0,1,0,1,1,1,0
3173,4,4,4,5,2,2,5,0,0,0,0,0,1,0,0,0
3174,5,2,4,2,4,2,3,0,0,0,0,0,1,0,0,0
3177,2,1,2,1,3,3,2,1,0,0,0,0,0,0,0,0
3178,2,1,1,2,3,3,4,1,0,0,0,0,0,0,1,0
3179,2,2,2,4,4,3,3,0,1,1,1,0,1,1,1,1
3185,4,2,4,2,4,2,2,1,1,0,1,0,1,0,1,0
3186,1,1,1,1,2,3,2,0,0,0,0,0,0,0,1,0
3187,4,2,4,3,5,3,4,0,1,0,1,0,1,1,1,1
3188,4,4,4,4,4,1,1,1,0,0,1,0,0,0,1,0
3190,4,3,2,2,3,3,4,0,1,0,1,1,1,0,1,0
3194,3,3,5,4,2,2,1,0,0,0,1,0,0,0,1,0
3195,4,3,3,3,4,4,4,1,1,1,0,0,1,0,1,0
3196,2,3,3,2,3,2,2,1,0,0,0,0,1,1,1,0
3197,2,2,3,3,4,2,2,0,1,0,0,0,0,0,1,1
3200,3,4,3,3,4,4,3,0,0,1,0,0,0,0,1,0
3201,4,3,4,4,2,1,1,1,0,0,0,0,1,0,1,1
3202,2,4,4,3,4,2,3,1,1,0,0,0,0,0,0,0
3203,2,2,5,3,2,3,1,1,1,0,0,0,1,1,0,0
3204,4,2,2,2,4,2,2,0,0,0,0,0,0,0,1,0
3205,2,2,4,3,3,4,4,0,1,1,0,0,1,1,0,0
3206,1,1,1,1,4,3,2,0,0,1,0,0,0,0,0,0
3208,2,1,4,4,2,2,2,0,0,0,1,0,0,0,0,0
3209,2,1,3,5,4,5,5,1,1,1,1,0,1,1,1,1
3211,3,4,4,4,2,2,2,1,1,1,0,0,0,0,0,1
3212,3,2,2,3,1,3,4,0,0,0,1,0,1,1,0,0
3213,1,1,3,1,5,1,1,0,0,1,0,0,1,0,0,0
3214,2,2,4,2,4,3,4,1,1,0,1,0,1,0,0,1
3215,1,2,2,3,4,3,3,0,1,0,0,0,1,1,0,0
3216,3,3,4,3,3,1,1,1,1,0,1,0,1,1,1,1
3217,4,4,3,3,4,3,3,0,0,1,0,0,0,0,1,0
3218,4,3,4,3,3,4,4,1,1,0,1,0,1,0,0,0
3219,4,3,4,3,2,1,2,1,0,0,0,0,0,0,1,0
3221,4,4,4,4,5,3,4,0,0,0,0,0,1,1,1,0
3222,4,4,5,4,2,3,2,1,1,0,1,1,1,0,1,1
3223,3,3,3,2,1,2,2,0,0,0,0,0,1,0,1,0
3224,5,2,5,1,3,1,1,0,0,0,0,0,1,0,0,0
3225,5,4,1,3,2,2,3,0,0,0,0,0,1,0,1,0
3226,2,4,4,2,4,2,2,1,0,0,1,0,1,1,1,0
3227,2,2,3,4,2,1,4,1,0,0,0,1,1,0,1,1
3228,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1
3231,4,4,2,3,2,2,2,0,0,0,0,0,1,0,1,0
3233,4,4,4,2,4,2,2,0,0,0,1,1,0,0,1,0
3234,4,2,1,2,5,2,3,0,0,0,0,0,0,0,1,0
3235,3,2,2,2,3,2,3,1,0,0,0,0,0,1,0,0
3236,2,1,3,2,5,2,2,0,0,1,0,0,1,1,0,0
3238,2,2,2,3,2,2,3,0,0,0,1,0,0,0,1,0
3240,1,1,1,2,1,3,2,0,0,0,0,0,0,0,0,0
3242,4,2,5,4,5,1,5,0,1,0,0,0,1,1,1,1
3243,3,4,4,4,4,5,5,1,0,0,0,0,1,0,1,1
3246,3,2,4,3,2,2,3,1,0,0,0,0,1,0,1,0
3247,4,4,5,5,2,2,4,1,0,0,0,0,1,1,1,1
3248,2,3,2,3,4,4,3,1,0,0,1,0,0,0,1,0
3249,2,2,4,4,4,2,4,0,0,0,0,0,1,1,1,0
3250,1,4,1,3,1,1,3,1,1,0,0,1,0,0,0,1
3251,2,1,2,1,4,3,3,0,0,0,0,0,0,0,0,0
3253,4,2,5,4,4,2,5,1,0,0,0,0,1,1,0,0
3255,1,2,2,3,3,2,4,0,1,0,1,0,0,0,1,1
3256,2,2,4,3,3,3,4,1,0,0,0,0,1,0,1,1
3257,4,2,3,1,4,1,1,1,1,1,0,0,0,1,0,0
3258,1,1,3,2,2,2,3,0,0,0,0,0,1,0,1,1
3259,1,1,3,3,3,1,1,1,0,0,0,0,1,0,0,1
3262,2,3,4,3,4,4,5,0,1,1,0,0,1,0,0,0
3263,3,4,5,4,5,4,3,1,0,1,1,0,1,0,1,1
3264,4,3,4,2,4,4,4,1,1,1,0,1,1,1,1,1
3266,2,2,4,2,4,1,1,1,0,0,1,0,1,0,1,0
3267,3,2,3,2,4,1,1,0,0,0,0,1,0,0,1,0
3268,3,2,4,4,3,3,3,1,1,1,1,0,1,1,1,1
3269,3,3,5,3,4,1,4,0,0,0,0,0,1,0,0,0
3273,3,3,4,4,3,2,2,0,0,0,0,0,1,1,0,1
3274,4,3,2,4,3,2,4,0,0,0,0,0,0,0,1,0
3275,3,2,4,3,2,4,4,0,0,1,0,0,1,1,0,0
3276,1,1,2,1,5,3,2,0,0,0,0,0,0,0,0,0
3279,2,3,4,4,4,1,1,1,0,0,0,0,1,0,1,1
3285,3,1,2,3,4,1,2,0,0,0,0,0,0,0,0,0
3287,3,2,4,2,4,2,2,0,0,0,0,0,1,0,1,0
3288,2,2,2,3,4,3,3,0,1,1,1,0,0,1,1,1
3289,3,3,3,3,3,2,3,0,0,0,0,0,1,0,1,1
3290,3,2,2,2,5,1,1,0,0,0,0,0,1,0,0,0
3291,2,2,2,1,3,2,1,1,1,0,0,0,0,0,1,0
3292,4,3,4,3,4,2,1,1,0,0,0,0,0,0,1,1
3293,3,2,4,2,5,4,4,0,1,0,1,0,1,1,1,1
3294,4,3,2,2,2,1,1,0,0,0,0,0,0,0,1,1
3295,2,4,2,2,5,3,2,1,1,1,0,0,0,1,1,1
3296,1,1,1,1,5,1,2,0,0,0,0,0,0,0,0,0
3297,4,2,2,2,2,5,5,0,1,0,0,0,1,0,0,1
3298,2,4,5,4,2,5,4,1,1,1,0,0,0,0,0,0
3300,2,1,2,2,4,2,3,0,0,0,0,0,0,1,1,0
3301,1,1,1,1,5,1,1,0,0,0,0,0,0,0,1,0
3302,2,2,4,2,5,3,3,1,1,1,1,0,1,0,1,1
3303,2,1,3,4,5,3,3,0,0,0,0,0,0,0,1,0
3304,3,3,3,3,5,1,1,0,0,0,0,0,1,0,0,1
3307,3,4,4,3,4,4,4,1,0,0,1,0,1,1,1,1
3308,2,1,2,4,4,2,3,0,0,0,0,0,1,0,1,0
3309,2,2,2,3,2,1,4,0,0,0,0,0,1,0,0,0
3311,4,3,3,3,2,2,4,0,1,1,1,0,1,0,1,1
3312,2,3,4,3,4,1,1,1,0,0,0,0,0,0,1,1
3314,3,3,4,4,4,4,4,0,1,0,0,0,1,0,0,0
3316,3,4,2,2,2,2,2,0,0,0,0,0,0,0,1,1
3317,3,4,2,1,5,2,4,0,1,1,0,0,1,1,0,1
3318,2,3,2,2,4,2,2,0,0,0,0,0,0,0,1,0
3320,4,4,4,4,3,4,4,1,1,0,1,1,1,1,1,1
3321,4,2,4,3,4,4,2,1,1,0,1,0,0,0,1,0
3322,3,2,4,3,4,2,1,1,0,0,0,0,0,0,1,1
3323,3,2,2,1,4,1,1,0,0,0,0,0,0,1,1,1
3325,2,2,2,2,2,4,3,0,0,0,0,0,0,0,1,0
3326,3,2,4,3,4,2,1,1,0,1,0,0,1,0,1,0
3330,3,3,5,2,2,1,2,0,0,0,0,0,1,0,1,0
3331,3,2,3,4,4,3,3,1,0,0,1,0,0,1,1,1
3332,1,1,1,1,5,2,2,0,1,0,0,0,1,0,0,1
3333,2,3,3,3,4,3,4,0,0,1,0,0,1,1,1,0
3334,2,2,4,3,4,2,3,0,1,0,0,0,1,0,0,0
3335,4,3,4,3,2,2,2,1,0,0,0,0,1,0,1,0
3336,3,3,2,2,3,3,2,0,0,0,1,0,1,0,1,0
3337,2,1,3,3,5,1,3,0,0,0,1,0,1,0,1,1
3338,1,2,3,2,4,1,1,1,1,0,1,0,0,1,1,1
3339,4,3,2,2,2,2,5,0,0,0,0,0,1,0,1,0
3341,2,3,2,4,4,1,1,0,1,0,0,0,1,1,1,1
3342,4,3,4,3,4,1,1,1,0,0,1,0,1,0,1,1
3343,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0
3344,3,3,2,2,4,3,4,1,0,0,0,0,1,0,1,0
3345,3,1,3,2,2,1,4,1,1,0,0,0,1,0,1,0
3346,4,2,3,3,4,1,1,1,0,0,0,0,1,0,1,0
3349,1,1,1,1,4,1,1,0,0,0,1,0,0,0,0,0
3351,3,2,3,2,4,2,2,1,0,0,1,0,0,1,1,0
3354,4,3,2,4,5,5,4,1,0,0,0,0,1,0,1,1
3356,4,2,3,3,4,1,4,1,0,0,1,0,0,1,0,1
3357,3,4,3,2,4,2,1,0,0,0,0,0,1,1,0,1
3359,2,3,3,2,4,4,4,1,0,0,0,0,0,0,0,0
3360,2,3,4,4,4,3,4,1,0,0,0,0,1,0,1,1
3361,2,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0
3363,4,4,4,3,4,4,5,0,0,0,1,0,1,0,0,1
3364,2,2,2,3,4,1,3,0,0,0,0,0,0,0,0,0
3365,2,3,2,2,5,3,2,1,0,1,0,0,0,1,0,0
3366,5,4,3,3,1,3,3,0,0,0,0,0,1,0,0,0
3367,3,2,3,3,2,3,3,0,1,0,0,0,0,0,1,1
3368,4,4,3,2,3,4,4,1,0,0,0,0,1,0,1,0
3369,3,4,2,2,3,3,4,0,0,0,0,0,1,0,1,0
3371,2,4,1,1,2,2,5,0,0,0,0,0,1,0,1,0
3372,2,4,4,3,2,5,5,0,0,0,1,0,1,0,1,0
3373,3,2,3,4,3,2,4,0,0,0,0,0,1,0,1,0
3375,3,4,4,4,1,1,2,1,0,0,0,0,0,1,1,1
3376,1,1,1,1,5,1,1,0,0,0,0,0,1,0,0,0
3377,3,4,4,2,1,2,2,1,0,0,1,0,1,0,1,0
3378,4,3,2,2,4,1,4,1,0,0,1,0,0,1,0,0
3379,3,2,2,1,4,1,2,1,0,0,0,0,1,1,0,0
3380,3,2,2,3,4,1,2,1,0,0,0,0,1,0,1,1
3381,3,2,3,4,2,1,1,0,0,0,1,0,0,0,0,0
3382,2,2,1,1,2,1,4,1,0,0,0,0,1,0,1,1
3383,2,1,2,2,4,1,1,0,0,0,0,0,1,0,1,0
3384,2,2,2,1,4,1,2,0,0,0,0,0,0,0,1,0
3386,3,4,4,3,4,1,2,1,0,0,0,0,0,0,1,0
3387,3,2,4,3,2,2,2,0,1,1,1,1,0,1,0,0
3388,2,2,2,1,4,1,2,0,0,0,0,0,0,0,1,0
3389,4,2,3,2,4,2,3,0,0,0,0,0,1,0,1,0
3391,3,1,2,1,4,1,1,1,0,0,0,0,0,0,0,0
3393,3,4,3,4,3,5,4,1,1,0,0,0,1,1,1,1
3394,4,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0
3395,4,4,2,3,2,3,4,0,1,1,1,0,0,0,1,0
3396,2,3,3,2,4,2,4,1,1,1,1,0,1,1,1,0
3398,3,2,3,3,1,3,3,0,0,0,0,0,0,0,1,0
3402,2,2,4,3,4,2,4,1,1,0,0,0,0,1,1,0
3403,1,1,2,1,4,4,2,0,0,0,0,0,0,0,0,0
3404,5,5,4,4,4,5,5,0,1,1,1,1,1,1,1,0
3408,3,3,2,2,3,1,2,0,0,0,0,0,0,0,0,0
3409,1,2,3,3,4,2,2,0,1,0,0,0,0,0,1,0
3410,1,2,1,2,5,1,1,0,0,0,0,0,1,0,0,0
3413,3,2,4,3,1,5,5,0,0,0,1,0,1,0,1,0
3414,4,3,3,4,4,3,5,0,0,0,0,0,1,0,1,1
3416,3,1,3,2,5,3,2,0,0,0,0,0,0,1,0,0
3417,4,3,5,4,3,4,4,0,0,1,1,1,1,1,1,1
3418,1,1,1,1,5,1,1,0,0,0,0,0,1,0,0,0
3419,2,3,1,3,4,2,2,0,0,0,0,0,0,0,1,1
3421,3,1,3,2,5,2,1,1,0,1,0,0,1,0,0,1
3422,4,4,3,4,2,4,4,0,1,0,0,0,1,0,0,0
3424,3,2,3,3,4,2,2,1,1,0,1,0,1,0,1,1
3425,1,1,2,2,2,1,2,0,0,0,0,0,1,0,1,0
3426,3,2,2,4,4,3,3,1,0,0,0,0,1,1,1,0
3427,3,2,3,3,4,3,4,0,1,0,0,0,1,0,1,1
3428,3,2,5,3,3,2,1,1,1,0,1,1,0,0,1,0
3429,2,2,2,3,2,3,4,0,0,0,1,0,1,0,1,0
3430,3,4,4,4,3,1,3,1,0,0,1,0,1,1,1,1
3431,3,4,2,3,3,2,2,0,1,1,0,1,1,1,1,1
3436,2,2,3,3,3,2,2,1,1,0,1,0,0,0,0,0
3437,3,2,4,2,5,3,3,1,1,1,0,0,1,0,0,1
3438,4,2,3,3,2,3,4,1,1,0,0,0,0,0,0,0
3439,4,2,5,5,2,2,1,0,0,0,0,0,0,0,1,0
3440,2,3,2,2,4,1,1,0,0,0,0,0,0,1,1,0
3441,4,3,2,2,4,2,2,0,0,0,0,0,0,0,1,0
3442,3,4,4,4,2,4,4,1,0,0,0,0,1,0,1,1
3443,4,2,3,2,4,1,1,0,0,0,0,0,1,0,0,0
3445,4,4,2,3,1,5,1,1,0,0,0,0,0,0,0,0
3447,2,2,3,2,4,1,1,0,0,1,0,0,1,0,1,0
3448,2,2,2,2,4,2,2,1,0,0,1,0,1,0,1,1
3450,3,3,4,5,5,3,2,1,1,0,1,0,1,1,1,1
3451,3,3,4,3,4,2,1,0,0,0,0,0,1,0,1,1
3453,4,3,4,2,2,2,2,1,1,1,1,0,0,1,0,1
3455,3,3,2,3,3,4,2,1,1,0,1,0,1,1,1,0
3456,2,3,2,1,3,3,4,1,0,0,0,0,0,0,1,0
3457,2,2,4,2,5,2,4,1,0,0,0,0,1,0,1,1
3460,2,3,2,4,3,2,2,1,0,0,0,0,0,0,0,1
3461,2,1,2,2,5,4,3,1,0,1,1,0,1,0,1,0
3462,4,4,5,4,3,3,4,1,1,0,0,0,1,1,1,0
3465,4,4,4,4,4,3,4,0,0,0,1,0,0,0,0,0
3468,4,1,3,2,4,3,5,0,1,0,1,1,1,0,0,0
3469,4,3,4,4,3,3,4,1,1,1,0,0,0,0,1,1
3471,3,4,2,2,2,2,4,1,0,0,0,0,1,0,1,0
3472,5,4,4,4,2,1,3,1,0,0,0,0,1,1,1,1
3474,3,4,1,3,1,1,1,1,1,1,1,0,1,1,1,1
3475,2,2,1,3,2,3,3,0,1,1,0,0,0,1,0,0
3476,2,1,1,2,3,2,3,0,0,0,0,0,0,0,0,0
3478,3,4,2,3,4,4,4,0,0,0,0,0,1,0,0,0
3479,1,1,1,1,1,1,3,1,0,0,1,0,0,1,0,0
3480,2,2,2,2,5,1,1,0,0,0,0,0,0,0,0,1
3481,4,4,3,2,2,3,4,1,0,0,0,0,0,0,1,0
3483,3,2,2,2,4,3,2,1,0,0,0,0,0,0,0,0
3484,5,3,4,3,4,1,1,0,0,0,0,0,1,0,1,1
3485,2,4,3,3,2,3,4,1,0,0,0,0,0,1,0,0
3486,2,3,2,2,4,4,1,1,0,0,0,0,0,0,1,0
3487,4,4,4,3,4,4,4,0,0,0,1,0,1,1,0,0
3488,3,2,3,2,4,1,1,0,0,1,0,0,1,0,1,0
3491,3,2,3,2,1,3,2,1,0,0,0,0,0,0,0,0
3493,4,4,4,4,3,4,3,0,1,0,1,0,1,1,0,1
3494,4,4,1,1,3,1,1,0,0,0,0,0,0,0,1,0
3495,1,2,1,1,3,1,4,1,0,0,0,0,1,0,1,0
3497,2,2,3,2,5,3,5,1,0,0,0,0,0,1,0,1
3498,3,1,3,3,4,1,2,1,0,0,0,0,0,0,0,0
3500,1,3,1,2,4,1,4,1,0,0,0,0,0,0,0,0
3501,4,4,3,3,2,3,3,0,0,0,0,0,0,1,1,0
3502,2,3,1,1,4,1,2,0,0,0,0,0,0,0,0,0
3504,4,4,4,3,4,2,5,0,1,0,1,0,1,0,1,1
3505,3,1,2,4,4,1,1,0,0,0,0,0,1,0,1,1
3506,3,3,3,2,5,3,4,0,0,0,0,0,0,1,1,1
3507,4,2,2,4,4,5,4,0,1,0,0,0,1,1,0,0
3509,1,1,1,1,2,4,4,0,0,0,0,0,1,0,0,0
3510,3,3,2,1,5,2,4,0,1,0,0,0,1,0,0,1
3511,3,2,1,2,5,1,2,1,0,0,0,0,0,1,1,0
3513,2,3,4,2,4,2,2,0,0,1,1,0,1,1,1,1
3514,4,5,3,2,4,1,4,1,0,0,0,0,1,0,1,1
3515,4,2,4,3,4,4,4,0,1,0,1,0,0,0,0,0
3517,2,2,2,3,4,2,2,1,1,1,1,0,1,0,0,1
3518,3,4,1,3,5,1,4,1,0,0,1,0,1,0,1,0
3521,2,1,2,3,4,3,4,1,1,0,1,0,1,0,1,1
3523,1,1,3,2,3,1,3,0,0,0,0,0,1,0,0,0
3524,2,2,2,4,2,2,1,1,0,0,0,0,1,1,1,0
3525,3,3,4,3,4,1,1,0,0,0,0,0,1,0,1,1
3527,2,3,3,2,5,2,4,0,0,0,0,0,0,0,1,1
3528,2,1,2,1,5,1,1,1,0,0,0,0,1,0,1,0
3529,2,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0
3530,4,4,4,4,3,2,2,1,0,0,1,0,1,0,1,1
3531,4,2,3,4,2,2,2,1,1,0,1,0,0,0,0,0
3532,2,1,2,1,5,1,1,1,0,0,0,0,1,0,1,0
3533,3,2,3,3,4,1,1,0,1,0,1,0,0,0,1,1
3534,4,4,4,4,2,4,4,1,1,0,1,0,1,1,1,0
3542,2,2,2,2,4,2,2,1,0,0,0,0,0,0,1,0
3547,2,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0
3549,2,2,3,2,4,2,4,0,0,0,0,0,1,0,0,1
3550,1,2,3,3,5,3,2,0,0,0,0,0,0,1,1,1
3551,3,2,4,2,4,2,2,1,1,0,1,0,1,0,1,1
3554,2,2,4,3,4,2,3,0,0,0,0,0,0,1,1,1
3556,4,4,5,5,1,5,5,0,0,0,0,0,0,0,1,0
3557,3,2,2,2,4,2,2,1,0,0,0,0,1,0,1,0
3558,2,2,1,2,4,1,1,1,0,0,0,0,0,0,0,0
3559,3,2,2,2,4,4,4,0,1,0,0,0,1,0,0,0
3560,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
3561,1,1,2,1,3,2,1,0,0,0,1,0,0,0,1,0
3563,3,2,3,3,2,2,5,1,0,0,0,0,1,1,1,1
3564,2,3,1,1,5,2,3,0,0,0,0,0,1,0,1,1
3566,2,2,4,4,2,2,2,0,0,0,1,0,0,0,0,0
3568,2,1,2,2,4,4,3,0,0,0,0,0,0,0,1,0
3569,3,2,3,2,4,2,2,1,0,0,0,0,0,0,1,0
3571,2,3,2,2,4,4,4,1,0,1,0,0,1,0,1,1
3572,4,4,4,2,2,2,2,0,0,0,1,0,1,0,1,0
3573,3,2,1,1,2,2,1,1,0,0,0,0,0,1,1,0
3574,4,2,4,4,5,1,2,0,1,0,1,1,1,1,1,0
3576,3,3,2,3,4,1,2,1,0,0,1,0,0,1,1,1
3577,2,1,3,3,2,2,2,1,0,0,1,0,1,1,1,1
3578,2,2,2,2,1,1,2,0,0,0,0,0,0,0,1,0
3579,1,1,2,3,5,4,4,1,0,0,0,0,0,0,1,0
3580,2,2,2,1,4,3,3,0,0,0,0,0,1,0,0,0
3581,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
3583,3,4,4,2,2,2,4,0,0,0,0,0,0,0,0,0
3587,2,2,3,3,5,2,2,0,1,0,0,0,1,0,1,1
3588,4,4,5,2,4,3,1,0,0,0,0,0,0,0,0,1
3589,1,2,5,3,4,3,5,0,1,0,1,0,1,1,0,1
3590,4,2,2,3,4,4,4,1,0,0,0,0,1,0,1,1
3591,2,2,3,1,4,1,1,1,1,0,1,0,0,1,1,0
3593,2,1,1,1,5,1,1,0,0,0,0,0,0,0,1,0
3595,1,1,2,1,5,1,1,1,0,0,1,0,0,0,1,0
3596,3,2,3,4,5,1,4,1,0,0,0,0,1,1,0,0
3597,1,1,1,2,3,4,3,0,0,0,1,0,0,0,1,1
3598,1,2,2,2,2,1,4,0,0,0,0,0,1,0,1,1
3600,3,2,2,3,4,3,3,1,0,0,1,0,0,1,1,0
